id,has_facsimile,edited,provisional_transcription,automatic_transcription,type
7610,True,False,False,True,Brief
7611,True,False,False,True,Brief
7612,True,False,False,True,Brief
7613,True,False,False,True,Brief
7614,True,False,True,False,Brief
7615,False,False,False,False,Brief
7616,True,False,True,False,Brief
7617,True,False,True,False,Brief
7618,True,False,False,True,Brief
7619,True,False,True,False,Brief
7620,True,False,False,True,Brief
7621,True,False,True,False,Brief
7622,True,False,False,True,Brief
7623,True,False,True,False,Brief
7624,True,False,True,False,Brief
7625,True,False,False,True,Brief
7626,True,False,False,True,Brief
7627,False,False,False,False,Brief
7628,False,False,True,False,Brief
7629,True,False,False,True,Brief
7630,True,False,True,False,Brief
7631,True,False,False,True,Brief
7632,True,False,False,True,Brief
7633,True,False,False,True,Beilage
7634,True,False,False,True,Brief
7635,True,False,True,False,Brief
7636,False,False,False,False,Brief
7637,True,False,False,True,Brief
7638,True,False,False,True,Brief
7639,True,False,False,True,Brief
7640,True,False,True,False,Brief
7641,True,False,False,True,Brief
7642,True,False,False,True,Brief
7643,True,False,True,False,Brief
7644,True,False,True,False,Brief
7645,True,False,True,False,Brief
7646,True,False,True,False,Brief
7647,True,False,False,True,Brief
7648,True,False,True,False,Brief
7649,False,False,False,False,Brief
7650,True,False,False,True,Brief
7651,True,False,False,True,Brief
7652,True,False,True,False,Brief
7653,True,False,False,True,Brief
7654,True,False,False,True,Brief
7655,True,False,True,False,Brief
7656,True,False,True,False,Brief
7657,True,False,False,True,Brief
7658,True,False,False,True,Brief
7659,True,False,False,True,Brief
7660,True,False,False,True,Brief
7661,True,False,True,False,Brief
7662,True,False,False,True,Hinweis
7663,True,False,False,True,Brief
7664,True,False,True,False,Brief
7665,True,False,False,True,Brief
7666,True,False,True,False,Brief
7667,True,False,True,False,Brief
7668,True,False,True,False,Brief
7669,True,False,False,True,Brief
7670,True,False,True,False,Brief
7671,True,False,False,True,Brief
7672,True,False,False,True,Brief
7673,True,False,False,True,Brief
7674,True,False,False,True,Brief
7675,True,False,False,True,Brief
7676,True,False,False,True,Brief
7677,True,False,False,True,Brief
7678,True,False,False,True,Brief
7679,True,False,True,False,Brief
7680,True,False,False,True,Brief
7681,True,False,False,True,Brief
7682,False,False,False,False,Brief
7683,True,False,True,False,Brief
7684,True,False,False,True,Brief
7685,True,False,False,True,Brief
7686,True,False,False,True,Brief
7687,True,False,False,True,Brief
7688,True,False,False,True,Brief
7689,True,False,True,False,Brief
7690,True,False,False,True,Beilage
7691,False,False,False,False,Brief
7692,True,False,False,True,Brief
7693,True,False,False,True,Brief
7694,True,False,True,False,Brief
7695,True,False,True,False,Brief
7696,True,False,True,False,Brief
7697,True,False,False,True,Brief
7698,True,False,False,True,Brief
7699,True,False,False,True,Brief
7700,True,False,False,True,Brief
7701,True,False,False,True,Brief
7702,True,False,False,True,Brief
7703,True,False,False,True,Beilage
7704,True,False,True,False,Brief
7705,True,False,False,True,Brief
7706,False,False,False,False,Verweis
7707,True,False,True,False,Brief
7708,False,False,False,False,Brief
7709,False,False,False,False,Brief
7710,False,False,False,False,Beilage
7711,True,False,False,True,Brief
7712,False,False,False,False,Brief
7713,True,False,False,True,Brief
7714,True,False,False,True,Brief
7715,False,False,False,False,Verweis
7716,True,False,True,False,Brief
7717,True,False,False,True,Brief
7718,True,False,False,True,Brief
7719,True,False,False,True,Brief
7720,False,False,False,False,Gutachten
7721,True,False,True,False,Brief
7722,True,False,False,True,Brief
7723,True,False,False,True,Brief
7725,False,False,False,False,Hinweis
7726,True,False,False,True,Brief
7727,True,False,False,True,Brief
7728,True,False,False,True,Brief
7729,False,False,False,False,Verweis
7730,True,False,False,True,Brief
7731,True,False,False,True,Brief
7732,True,False,False,True,Brief
7733,True,False,False,True,Brief
7734,True,False,False,True,Hinweis
7735,True,False,False,True,Brief
7736,True,False,False,True,Hinweis
7737,True,False,True,False,Brief
7738,True,False,False,True,Brief
7739,True,False,True,False,Brief
7740,True,False,True,False,Brief
7741,True,False,True,False,Brief
7742,True,False,True,False,Brief
7743,True,False,False,True,Brief
7744,False,False,True,False,Brief
7745,True,False,True,False,Brief
7746,True,False,False,True,Brief
7747,True,False,True,False,Brief
7748,True,False,True,False,Brief
7749,True,False,False,True,Hinweis
7750,True,False,False,True,Brief
7751,True,False,False,True,Brief
7752,True,False,False,True,Brief
7753,True,False,False,True,Brief
7754,True,False,False,True,Brief
7755,True,False,True,False,Brief
7756,True,False,False,True,Brief
7757,False,False,False,False,Brief
7758,True,False,False,True,Brief
7759,True,False,False,True,Brief
7760,True,False,True,False,Brief
7761,True,False,False,True,Brief
7762,True,False,True,False,Brief
7763,True,False,True,False,Brief
7764,True,False,False,True,Brief
7765,False,False,False,False,Brief
7766,True,False,True,False,Brief
7767,True,False,False,True,Brief
7768,True,False,False,True,Brief
7769,True,False,True,False,Brief
7770,True,False,False,True,Brief
7771,True,False,False,True,Brief
7772,True,False,False,True,Brief
7773,True,False,True,False,Brief
7774,True,False,False,True,Brief
7775,True,False,False,True,Brief
7776,True,False,False,True,Brief
7777,True,False,True,False,Brief
7778,True,False,True,False,Brief
7779,True,False,True,False,Brief
7780,True,False,False,True,Brief
7781,True,False,False,True,Brief
7782,False,False,False,False,Brief
7783,True,False,True,False,Brief
7784,True,False,False,True,Brief
7785,True,False,False,True,Brief
7786,True,False,False,True,Brief
7787,False,False,False,False,Verweis
7788,True,False,False,True,Brief
7789,False,False,False,False,Brief
7790,True,False,False,True,Brief
7791,True,False,False,True,Brief
7792,True,False,False,True,Hinweis
7793,True,False,False,True,Brief
7794,True,False,False,True,Brief
7795,True,False,False,True,Brief
7796,False,False,False,False,Verweis
7797,True,False,False,True,Brief
7798,True,False,False,True,Brief
7799,True,False,True,False,Brief
7800,False,False,False,False,Brief
7801,True,False,False,True,Brief
7802,True,False,False,True,Brief
7803,False,False,False,False,Brief
7804,True,False,False,True,Brief
7805,True,False,False,True,Brief
7806,True,False,False,True,Verweis
7807,True,False,False,True,Brief
7808,True,False,False,True,Brief
7809,False,False,False,False,Brief
7810,False,False,False,False,Brief
7811,False,False,False,False,Brief
7812,True,False,False,True,Brief
7813,True,False,False,True,Brief
7814,True,False,False,True,Brief
7815,False,False,False,False,Brief
7816,False,False,False,False,Hinweis
7817,True,False,False,True,Brief
7818,True,False,False,True,Brief
7819,True,False,False,True,Brief
7820,True,False,True,False,Brief
7821,True,False,False,True,Brief
7822,True,False,False,True,Brief
7823,True,False,False,True,Brief
7824,False,False,False,False,Brief
7825,True,False,False,True,Brief
7826,True,False,False,True,Brief
7827,True,False,False,True,Brief
7828,True,False,False,True,NeueZeitung
7829,True,False,False,True,Brief
7830,True,False,False,True,Brief
7831,True,False,True,False,Brief
7832,True,False,False,True,Brief
7833,False,False,False,False,Hinweis
7834,True,False,False,True,Brief
7835,True,False,False,True,Briefschluss
7836,True,False,False,True,Brief
7837,True,False,False,True,Brief
7838,True,False,False,True,Brief
7839,True,False,False,True,NeueZeitung
7840,True,False,False,True,Brief
7841,True,False,False,True,Brief
7842,False,False,False,False,Verweis
7843,False,False,True,False,Brief
7844,True,False,True,False,Brief
7845,False,False,False,False,Brief
7846,True,False,False,True,Brief
7847,True,False,False,True,Brief
7848,True,False,True,False,Brief
7849,True,False,False,True,NeueZeitung
7850,False,False,False,False,Brief
7851,True,False,True,False,Brief
7852,False,False,True,False,Brief
7853,False,False,False,False,Brief
7854,False,False,False,False,Brief
7855,True,False,False,True,Brief
7856,True,False,True,False,Brief
7857,True,False,False,True,Brief
7858,True,False,False,True,Brief
7859,True,False,True,False,Brief
7860,True,False,False,True,Brief
7861,True,False,True,False,Brief
7862,True,False,False,True,Brief
7863,True,False,False,True,Brief
7864,False,False,False,False,Brief
7865,False,False,False,False,Verweis
7866,True,False,False,True,Brief
7867,True,False,False,True,Brief
7868,True,False,False,True,Brief
7869,True,False,True,False,Brief
7870,True,False,False,True,Brief
7871,True,False,False,True,Brief
7872,True,False,False,True,Brief
7873,False,False,False,False,Brief
7874,True,False,False,True,Brief
7875,True,False,True,False,Brief
7876,True,False,False,True,Brief
7877,True,False,False,True,Brief
7878,True,False,False,True,Brief
7879,False,False,False,False,Verweis
7880,True,False,False,True,Brief
7881,True,False,False,True,Brief
7882,True,False,False,True,Brief
7883,True,False,False,True,Brief
7884,True,False,True,False,Brief
7885,False,False,False,False,Verweis
7886,True,False,False,True,Brief
7887,True,False,False,True,Brief
7888,True,False,True,False,Brief
7889,True,False,False,True,Brief
7890,True,False,False,True,Brief
7891,True,False,False,True,Brief
7892,True,False,False,True,Brief
7893,True,False,False,True,Brief
7894,True,False,False,True,Brief
7895,True,False,True,False,Brief
7896,True,False,False,True,Brief
7897,False,False,False,False,Verweis
7898,True,False,False,True,Brief
7899,True,False,True,False,Brief
7900,True,False,True,False,Brief
7901,True,False,False,True,Brief
7902,True,False,True,False,Brief
7903,True,False,False,True,Brief
7904,True,False,False,True,Brief
7905,True,False,False,True,Brief
7906,True,False,True,False,Brief
7907,True,False,False,True,Brief
7908,True,False,False,True,Brief
7909,True,False,True,False,Brief
7910,True,False,False,True,Brief
7911,True,False,True,False,Brief
7912,False,False,False,False,Brief
7913,True,False,False,True,Brief
7914,True,False,False,True,Brief
7915,False,False,False,False,Brief
7916,True,False,True,False,Brief
7917,True,False,False,True,Brief
7918,True,False,True,False,Brief
7919,False,False,False,False,Brief
7920,True,False,False,True,Brief
7921,True,False,True,False,Brief
7922,False,False,False,False,Brief
7923,True,False,False,True,Brief
7924,False,False,False,False,Brief
7925,True,False,True,False,Brief
7926,False,False,False,False,Verweis
7927,True,False,False,True,Brief
7928,True,False,False,True,Brief
7929,True,False,False,True,Brief
7930,True,False,False,True,Hinweis
7931,True,False,True,False,Brief
7932,True,False,False,True,Brief
7933,True,False,False,True,Brief
7934,True,False,False,True,NeueZeitung
7935,True,False,False,True,Brief
7936,True,False,True,False,Nachschrift
7937,True,False,True,False,Brief
7938,True,False,True,False,Brief
7939,False,False,True,False,Brief
7940,False,False,False,False,Brief
7941,True,False,False,True,Brief
7942,True,False,False,True,Brief
7943,True,False,False,True,Brief
7944,True,False,True,False,Brief
7945,True,False,False,True,Brief
7946,True,False,False,True,Brief
7947,True,False,False,True,Brief
7948,True,False,False,True,Brief
7949,True,False,False,True,Brief
7950,True,False,False,True,NeueZeitung
7951,True,False,False,True,NeueZeitung
7952,True,False,True,False,Brief
7953,True,False,False,True,Brief
7954,True,False,False,True,Brief
7955,False,False,False,False,Brief
7956,False,False,False,False,Brief
7957,True,False,False,True,Brief
7958,False,False,False,False,Brief
7959,True,False,True,False,Brief
7960,False,False,False,False,Brief
7961,True,False,True,False,Brief
7962,False,False,True,False,Brief
7963,True,False,True,False,Brief
7964,True,False,True,False,Brief
7965,True,False,False,True,Brief
7966,True,False,False,True,Brief
7967,True,False,False,True,Brief
7968,False,False,False,False,Brief
7969,True,False,True,False,Brief
7970,False,False,False,False,Brief
7971,False,False,False,False,Brief
7972,True,False,True,False,Brief
7973,True,False,True,False,Brief
7974,True,False,True,False,Brief
7975,True,False,False,True,Brief
7976,False,False,False,False,Brief
7977,False,False,False,False,Brief
7978,False,False,False,False,Brief
7979,True,False,False,True,Beilage
7980,True,False,False,True,Brief
7981,True,False,False,True,Brief
7982,True,False,False,True,Brief
7983,True,False,False,True,Brief
7984,True,False,True,False,Brief
7985,True,False,False,True,Brief
7986,True,False,False,True,Brief
7987,True,False,False,True,Brief
7988,True,False,False,True,Brief
7989,True,False,False,True,Brief
7990,True,False,True,False,Brief
7991,True,False,False,True,Brief
7992,True,False,False,True,Brief
7993,True,False,False,True,Brief
7994,False,False,False,False,Brief
7995,False,False,False,False,Verweis
7996,True,False,False,True,Brief
7997,True,False,False,True,Brief
7998,True,False,False,True,Brief
7999,True,False,True,False,Brief
8000,True,False,True,False,Brief
8001,True,False,False,True,Brief
8002,True,False,False,True,Brief
8003,True,False,False,True,Brief
8004,False,False,False,False,Brief
8005,True,False,True,False,Brief
8006,False,False,False,False,Brief
8007,False,False,False,False,Brief
8008,True,False,True,False,Brief
8009,True,False,False,True,Brief
8010,False,False,False,False,Hinweis
8011,True,False,False,True,Brief
8012,True,False,True,False,Brief
8013,True,False,True,False,Brief
8014,True,False,False,True,Hinweis
8015,True,False,False,True,Brief
8016,False,False,False,False,Brief
8017,True,False,False,True,Brief
8018,True,False,False,True,Brief
8019,True,False,False,True,Brief
8020,True,False,False,True,Brief
8021,True,False,False,True,Brief
8022,True,False,True,False,Brief
8023,False,False,False,False,Brief
8024,True,False,True,False,Brief
8025,True,False,True,False,Beilage
8026,True,False,True,False,Beilage
8027,True,False,True,False,Brief
8028,True,False,False,True,Brief
8029,True,False,False,True,Brief
8030,False,False,False,False,Brief
8031,True,False,False,True,Brief
8032,True,False,False,True,NeueZeitung
8033,False,False,False,False,Verweis
8034,False,False,False,False,Widmung
8035,True,False,True,False,Brief
8036,True,False,False,True,Brief
8037,True,False,False,True,Brief
8038,True,False,False,True,Brief
8039,True,False,False,True,Brief
8040,False,False,False,False,Brief
8041,True,False,True,False,Brief
8042,True,False,False,True,Brief
8043,True,False,False,True,Brief
8044,True,False,False,True,Brief
8045,True,False,False,True,Brief
8046,True,False,False,True,Brief
8047,False,False,False,False,Brief
8050,True,False,False,True,Brief
8051,True,False,False,True,NeueZeitung
8052,True,False,True,False,Brief
8053,True,False,False,True,Brief
8054,True,False,True,False,Brief
8055,True,False,False,True,Brief
8056,True,False,False,True,Brief
8057,True,False,False,True,Brief
8058,True,False,True,False,Brief
8059,True,False,False,True,Brief
8060,True,False,False,True,Brief
8061,True,False,True,False,Brief
8062,True,False,True,False,Brief
8063,True,False,True,False,Brief
8064,True,False,False,True,Brief
8065,False,False,False,False,Brief
8066,True,False,False,True,Brief
8067,True,False,False,True,Brief
8068,True,False,False,True,Brief
8069,True,False,True,False,Brief
8070,True,False,False,True,Brief
8071,False,False,False,False,Brief
8072,True,False,False,True,Brief
8073,True,False,False,True,Brief
8074,False,False,False,False,Brief
8075,False,False,True,False,Brief
8076,True,False,False,True,Brief
8077,True,False,False,True,Brief
8078,True,False,False,True,Brief
8079,True,False,False,True,Brief
8080,True,False,False,True,Brief
8081,True,False,False,True,Brief
8082,True,False,False,True,Brief
8083,True,False,False,True,Brief
8084,True,False,True,False,Brief
8085,True,False,False,True,Brief
8086,True,False,True,False,Brief
8087,True,False,False,True,Brief
8088,False,False,False,False,Brief
8089,False,False,False,False,Brief
8090,True,False,False,True,Brief
8091,True,False,False,True,Brief
8092,True,False,False,True,NeueZeitung
8093,True,False,True,False,Brief
8094,True,False,False,True,Brief
8095,True,False,True,False,Brief
8096,True,False,False,True,Brief
8097,True,False,False,True,Brief
8098,False,False,False,False,Brief
8099,False,False,False,False,Brief
8100,True,False,False,True,Brief
8101,False,False,False,False,Brief
8102,True,False,False,True,Brief
8103,True,False,False,True,Brief
8104,True,False,False,True,Brief
8105,True,False,False,True,Brief
8106,True,False,True,False,Brief
8107,True,False,True,False,Brief
8108,True,False,False,True,Brief
8109,True,False,False,True,Brief
8110,True,False,False,True,Brief
8111,True,False,True,False,Brief
8112,True,False,False,True,NeueZeitung
8113,False,False,False,False,Verweis
8114,True,False,False,True,Brief
8115,True,False,True,False,Brief
8116,True,False,False,True,Brief
8117,True,False,True,False,Brief
8118,True,False,False,True,Brief
8120,True,False,True,False,Brief
8121,True,False,False,True,Brief
8122,True,False,False,True,Brief
8123,False,False,False,False,Brief
8124,True,False,False,True,NeueZeitung
8125,False,False,False,False,Brief
8126,True,False,True,False,Brief
8127,True,False,False,True,Brief
8128,True,False,False,True,Brief
8129,True,False,False,True,Brief
8130,True,False,False,True,Brief
8131,False,False,False,False,Verweis
8132,True,False,True,False,Brief
8133,True,False,False,True,Brief
8134,True,False,False,True,Brief
8135,True,False,True,False,Beilage
8136,True,False,True,False,Brief
8137,True,False,False,True,Brief
8138,False,False,False,False,Brief
8139,True,False,True,False,Brief
8140,True,False,False,True,Brief
8141,True,False,False,True,Brief
8142,True,False,False,True,Brief
8143,True,False,True,False,Brief
8144,True,False,True,False,Brief
8145,True,False,True,False,Brief
8146,True,False,False,True,Brief
8147,False,False,False,False,Brief
8148,True,False,False,True,Brief
8149,True,False,False,True,NeueZeitung
8150,True,False,False,True,Brief
8151,True,False,True,False,Brief
8152,True,False,True,False,Brief
8153,False,False,False,False,Verweis
8154,False,False,False,False,Brief
8155,True,False,False,True,Brief
8156,True,False,True,False,Brief
8157,True,False,False,True,Brief
8158,True,False,False,True,NeueZeitung
8159,True,False,False,True,Brief
8160,True,False,False,True,Brief
8161,False,False,False,False,Verweis
8162,True,False,False,True,Brief
8163,False,False,False,False,Brief
8164,True,False,True,False,Brief
8165,True,False,True,False,Brief
8166,True,False,False,True,Brief
8167,True,False,False,True,Brief
8168,True,False,False,True,Brief
8169,True,False,True,False,Brief
8170,True,False,False,True,Brief
8171,True,False,True,False,Brief
8172,False,False,False,False,Brief
8173,True,False,False,True,Brief
8174,True,False,False,True,Brief
8175,True,False,False,True,NeueZeitung
8176,True,False,False,True,Brief
8177,True,False,True,False,Nachschrift
8178,True,False,False,True,Brief
8179,True,False,False,True,Brief
8180,True,False,True,False,Brief
8181,False,False,False,False,Brief
8182,True,False,False,True,Brief
8183,True,False,False,True,Brief
8184,True,False,True,False,Brief
8185,True,False,True,False,Brief
8186,True,False,False,True,Brief
8187,True,False,True,False,Brief
8188,True,False,True,False,Brief
8189,True,False,False,True,Brief
8190,True,False,False,True,Brief
8191,False,False,False,False,Brief
8192,True,False,False,True,Brief
8193,True,False,False,True,Brief
8194,True,False,False,True,Brief
8195,False,False,False,False,Brief
8196,False,False,False,False,Brief
8197,True,False,False,True,Brief
8198,True,False,True,False,Brief
8199,True,False,False,True,Brief
8200,True,False,False,True,Brief
8201,True,False,False,True,Brief
8202,True,False,False,True,Brief
8203,True,False,True,False,Brief
8204,True,False,True,False,Brief
8205,False,False,False,False,Verweis
8206,True,False,False,True,Brief
8207,True,False,True,False,Brief
8208,True,False,True,False,Brief
8209,True,False,False,True,Brief
8210,True,False,True,False,Brief
8211,True,False,False,True,Brief
8212,True,False,False,True,Brief
8213,False,False,False,False,Brief
8214,True,False,False,True,Brief
8215,True,False,True,False,Brief
8216,True,False,False,True,Brief
8217,True,False,False,True,Hinweis
8218,True,False,False,True,Brief
8219,False,False,False,False,Brief
8220,True,False,False,True,Brief
8221,True,False,True,False,Brief
8222,True,False,False,True,Brief
8223,True,False,False,True,Brief
8224,False,False,False,False,Verweis
8225,True,False,False,True,Brief
8226,True,False,False,True,Brief
8227,True,False,False,True,Brief
8228,False,False,False,False,Brief
8229,False,False,False,False,Brief
8230,True,False,False,True,Brief
8231,True,False,False,True,Brief
8232,True,False,True,False,Brief
8233,True,False,False,True,Brief
8234,True,False,False,True,NeueZeitung
8235,True,False,False,True,Brief
8236,False,False,False,False,Brief
8237,True,False,True,False,Brief
8238,True,False,False,True,Brief
8239,True,False,False,True,Brief
8240,True,False,True,False,Beilage
8241,False,False,False,False,Brief
8242,False,False,False,False,Verweis
8243,False,False,False,False,Verweis
8244,True,False,True,False,Brief
8245,True,False,False,True,Brief
8246,False,False,False,False,Brief
8247,True,False,False,True,Brief
8248,True,False,True,False,Brief
8249,True,False,False,True,Brief
8250,True,False,True,False,Brief
8251,True,False,True,False,Brief
8252,True,False,False,True,Brief
8253,True,False,True,False,Brief
8254,True,False,False,True,Brief
8255,False,False,False,False,Brief
8256,False,False,False,False,Brief
8257,True,False,False,True,Brief
8258,True,False,False,True,Brief
8259,True,False,False,True,Brief
8260,False,False,False,False,Brief
8261,True,False,True,False,Brief
8262,True,False,True,False,Brief
8263,False,False,False,False,Brief
8264,True,False,True,False,Brief
8265,True,False,False,True,Brief
8266,True,False,True,False,Brief
8267,True,False,False,True,Brief
8268,False,False,False,False,Brief
8269,False,False,True,False,Brief
8270,False,False,False,False,Brief
8271,True,False,True,False,Brief
8272,True,False,False,True,Brief
8273,True,False,True,False,Brief
8274,True,False,True,False,Brief
8275,True,False,False,True,Brief
8276,True,False,False,True,Brief
8277,True,False,False,True,Brief
8278,True,False,False,True,Brief
8279,False,False,False,False,Brief
8280,False,False,False,False,Verweis
8281,True,False,True,False,Brief
8282,False,False,False,False,Brief
8283,True,False,True,False,Brief
8284,True,False,True,False,Brief
8285,False,False,False,False,Hinweis
8286,True,False,False,True,Brief
8287,True,False,True,False,Brief
8288,True,False,False,True,Brief
8289,True,False,False,True,Brief
8290,True,False,True,False,Brief
8291,True,False,False,True,Brief
8292,False,False,False,False,Brief
8293,True,False,False,True,Brief
8294,True,False,True,False,Brief
8295,True,False,False,True,Brief
8296,True,False,False,True,Brief
8297,False,False,False,False,Verweis
8298,True,False,False,True,NeueZeitung
8299,True,False,False,True,Brief
8300,True,False,True,False,Brief
8301,True,False,False,True,Brief
8302,True,False,False,True,Brief
8303,True,False,True,False,Brief
8304,True,False,True,False,Brief
8305,True,False,True,False,Brief
8306,False,False,False,False,Brief
8307,True,False,True,False,Brief
8308,True,False,False,True,Brief
8309,True,False,False,True,Brief
8310,True,False,True,False,Brief
8311,True,False,False,True,Brief
8312,True,False,True,False,Brief
8313,False,False,False,False,Brief
8314,True,False,True,False,Brief
8315,True,False,False,True,Brief
8316,True,False,True,False,Brief
8317,True,False,True,False,Brief
8318,False,False,False,False,Brief
8319,True,False,False,True,Brief
8320,True,False,True,False,Brief
8321,True,False,False,True,Brief
8322,True,False,True,False,Brief
8323,True,False,True,False,Brief
8324,True,False,False,True,Brief
8325,False,False,False,False,Brief
8326,False,False,False,False,Brief
8327,False,False,False,False,Verweis
8328,True,False,True,False,Brief
8329,False,False,False,False,Brief
8330,True,False,True,False,Brief
8331,False,False,False,False,Brief
8332,True,False,False,True,Brief
8333,True,False,True,False,Brief
8334,True,False,False,True,Brief
8335,True,False,True,False,Brief
8336,True,False,True,False,Brief
8337,True,False,True,False,Brief
8338,True,False,False,True,Brief
8339,False,False,False,False,Brief
8340,True,False,True,False,Brief
8341,False,False,False,False,Brief
8342,True,False,True,False,Brief
8343,True,False,False,True,Brief
8344,True,False,False,True,Brief
8345,True,False,True,False,Brief
8346,False,False,False,False,Hinweis
8347,True,False,False,True,Brief
8348,True,False,True,False,Brief
8349,True,False,True,False,Brief
8350,True,False,False,True,Brief
8351,True,False,True,False,Brief
8352,True,False,False,True,Brief
8353,True,False,False,True,Brief
8354,True,False,True,False,Brief
8355,True,False,False,True,Brief
8356,False,False,False,False,Brief
8357,False,False,False,False,Brief
8358,True,False,False,True,Brief
8359,True,False,False,True,Brief
8360,True,False,False,True,Brief
8361,True,False,False,True,Brief
8362,True,False,False,True,Hinweis
8363,False,False,False,False,Brief
8364,True,False,True,False,Brief
8365,True,False,True,False,Brief
8366,True,False,False,True,Brief
8367,True,False,False,True,Brief
8368,False,False,False,False,Brief
8369,True,False,True,False,Brief
8370,True,False,False,True,Brief
8371,True,False,False,True,Brief
8372,True,False,True,False,Brief
8373,True,False,True,False,Brief
8374,True,False,False,True,Brief
8375,False,False,False,False,Verweis
8376,True,False,True,False,Brief
8377,True,False,True,False,Brief
8378,True,False,True,False,Brief
8379,False,False,False,False,Brief
8380,False,False,False,False,Brief
8381,False,False,False,False,Brief
8382,True,False,True,False,Brief
8383,True,False,True,False,Brief
8384,True,False,False,True,Brief
8385,True,False,False,True,Brief
8386,True,False,True,False,Brief
8387,False,False,False,False,Brief
8388,False,False,False,False,Brief
8389,True,False,False,True,Brief
8390,False,False,False,False,Brief
8391,True,False,False,True,Brief
8392,True,False,False,True,Brief
8393,True,False,False,True,Brief
8394,False,False,False,False,Brief
8395,True,False,False,True,Brief
8396,True,False,False,True,Brief
8397,True,False,True,False,Brief
8398,False,False,False,False,Hinweis
8399,False,False,False,False,Brief
8400,False,False,False,False,Brief
8401,True,False,False,True,Brief
8402,True,False,False,True,Brief
8403,True,False,False,True,Brief
8404,True,False,False,True,Brief
8405,True,False,True,False,Brief
8406,True,False,False,True,Brief
8407,True,False,False,True,Brief
8408,True,False,True,False,Brief
8409,True,False,False,True,Brief
8410,True,False,False,True,Brief
8411,True,False,False,True,Brief
8412,True,False,True,False,Brief
8413,True,False,False,True,Brief
8414,True,False,True,False,Brief
8415,True,False,True,False,Brief
8416,True,False,False,True,Brief
8417,False,False,False,False,Verweis
8418,True,False,True,False,Brief
8419,True,False,True,False,Brief
8420,True,False,False,True,Brief
8421,False,False,False,False,Verweis
8422,True,False,True,False,Brief
8423,True,False,False,True,Brief
8424,False,False,False,False,Brief
8425,True,False,True,False,Brief
8426,True,False,True,False,Brief
8427,True,False,False,True,Beilage
8428,True,False,True,False,Brief
8429,True,False,True,False,Brief
8430,True,False,False,True,Brief
8431,True,False,False,True,Brief
8432,True,False,False,True,Brief
8433,True,False,False,True,Brief
8434,True,False,True,False,Brief
8435,True,False,True,False,Brief
8436,True,False,False,True,Brief
8437,True,False,True,False,Brief
8438,False,False,False,False,Brief
8439,True,False,True,False,Brief
8440,True,False,True,False,Brief
8441,True,False,False,True,Brief
8442,False,False,False,False,Verweis
8443,True,False,False,True,Brief
8444,True,False,False,True,Brief
8445,True,False,False,True,Brief
8446,True,False,False,True,Brief
8447,True,False,False,True,Brief
8448,True,False,True,False,Brief
8449,True,False,False,True,Brief
8450,True,False,True,False,Brief
8451,False,False,False,False,Brief
8452,True,False,False,True,Brief
8453,True,False,False,True,Brief
8454,False,False,False,False,Brief
8455,True,False,False,True,Brief
8456,False,False,False,False,Verweis
8457,False,False,False,False,Verweis
8458,True,False,True,False,Brief
8459,False,False,False,False,Verweis
8460,True,False,False,True,Brief
8461,False,False,False,False,Brief
8462,True,False,False,True,Brief
8463,True,False,True,False,Brief
8464,False,False,False,False,Brief
8465,True,False,True,False,Brief
8466,True,False,False,True,Brief
8467,True,False,True,False,Brief
8468,True,False,True,False,Brief
8469,True,False,True,False,Brief
8470,False,False,False,False,Verweis
8471,True,False,False,True,Brief
8472,True,False,True,False,Brief
8473,False,False,False,False,Rede
8474,False,False,False,False,Brief
8475,True,False,False,True,Brief
8476,True,False,False,True,Brief
8477,True,False,False,True,Brief
8478,True,False,True,False,Brief
8479,True,False,False,True,Brief
8480,False,False,True,False,Brief
8481,True,False,True,False,Brief
8482,True,False,True,False,Brief
8483,True,False,False,True,Brief
8484,False,False,False,False,Brief
8485,True,False,True,False,Brief
8486,True,False,False,True,Brief
8487,True,False,True,False,Brief
8488,True,False,True,False,Brief
8489,True,False,False,True,Brief
8490,False,False,False,False,Verweis
8491,True,False,True,False,Brief
8492,False,False,True,False,Brief
8493,True,False,False,True,Brief
8494,True,False,False,True,Hinweis
8495,True,False,True,False,Brief
8496,True,False,False,True,Brief
8497,False,False,False,False,Verweis
8498,True,False,False,True,Brief
8499,True,False,False,True,Brief
8500,True,False,True,False,Brief
8501,True,False,False,True,Brief
8502,False,False,False,False,Brief
8503,False,False,False,False,Brief
8504,False,False,False,False,Brief
8505,False,False,False,False,Verweis
8506,True,False,True,False,Brief
8507,True,False,True,False,Brief
8508,True,False,False,True,Brief
8509,True,False,False,True,Brief
8510,True,False,True,False,Brief
8511,True,False,False,True,Brief
8512,True,False,True,False,Brief
8513,False,False,False,False,Verweis
8514,True,False,True,False,Brief
8515,True,False,False,True,Brief
8516,True,False,True,False,Brief
8517,True,False,False,True,Brief
8518,True,False,False,True,Brief
8519,True,False,True,False,Brief
8520,False,False,False,False,Brief
8521,True,False,True,False,Brief
8522,False,False,False,False,Hinweis
8523,True,False,False,True,Brief
8524,True,False,False,True,Brief
8525,True,False,True,False,Brief
8526,True,False,False,True,Brief
8527,True,False,False,True,Brief
8528,True,False,False,True,Brief
8529,True,False,False,True,Brief
8530,True,False,False,True,Brief
8531,True,False,False,True,Brief
8532,True,False,True,False,Brief
8533,True,False,False,True,Brief
